# §35 full grid (E67 rev: full-bridge tanks, LOW/HIGH mode edge at 500 V, PSM at f_max, line-tracking bus floor), averaged fidelity; PASS = Tj<=150, Ip_rms<=tank class (78/100/120 A rms), fn in [0.45,1.45], eta floor
sku,Vin,Vout,load,temp,mode,ctl,Pout_W,bus_V,fn,Ip_rms_A,Iline_A,eta_pct,Tj_pfc_C,Tj_llc_C,PASS,notes,Tj_jbs_C,Woff_pos_W,Itoff_A
40kw,450,250,0.5,cold,PAR,PSM,16625,687,1.45,39,22.2,96.82,16,32,PASS,,19,46.2,62.4
40kw,450,250,0.5,room,PAR,PSM,16625,687,1.45,39,22.2,96.82,51,68,PASS,,54,46.2,62.4
40kw,450,250,0.5,hot,PAR,PSM,16625,687,1.45,39,22.2,96.81,82,98,PASS,,84,46.2,62.4
40kw,450,250,0.75,cold,PAR,PSM,24938,687,1.45,57.4,33.3,96.56,20,46,PASS,,26,68,91.9
40kw,450,250,0.75,room,PAR,PSM,24938,687,1.45,57.4,33.3,96.55,55,82,PASS,,61,68,91.9
40kw,450,250,0.75,hot,PAR,PSM,24938,687,1.45,57.4,33.3,96.54,86,113,PASS,,91,68,91.9
40kw,450,250,1,cold,PAR,PSM,33250,687,1.45,76.1,44.4,96.23,24,62,PASS,,35,90,121.7
40kw,450,250,1,room,PAR,PSM,33250,687,1.45,76.1,44.4,96.21,60,100,PASS,,70,90,121.7
40kw,450,250,1,hot,PAR,PSM,33250,687,1.45,76.1,44.4,96.2,91,132,PASS,,100,90,121.7
40kw,450,300,0,cold,PAR,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,300,0,room,PAR,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,300,0,hot,PAR,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,300,0.05,cold,PAR,PFM,1995,687,1.34,13.5,2.7,93.67,11,16,PASS,,11,13.1,19.1
40kw,450,300,0.05,room,PAR,PFM,1995,687,1.34,13.5,2.7,93.66,46,51,PASS,,46,13.1,19.1
40kw,450,300,0.05,hot,PAR,PFM,1995,687,1.34,13.5,2.7,93.66,76,81,PASS,,76,13.1,19.1
40kw,450,300,0.1,cold,PAR,PFM,3990,687,1.339,15,5.3,95.94,11,16,PASS,,11,14.5,21.3
40kw,450,300,0.1,room,PAR,PFM,3990,687,1.339,15,5.3,95.94,46,51,PASS,,46,14.5,21.3
40kw,450,300,0.1,hot,PAR,PFM,3990,687,1.339,15,5.3,95.94,76,81,PASS,,76,14.5,21.3
40kw,450,300,0.25,cold,PAR,PFM,9975,687,1.332,22.9,13.3,97.05,14,20,PASS,,14,22,32.4
40kw,450,300,0.25,room,PAR,PFM,9975,687,1.332,22.9,13.3,97.04,49,55,PASS,,49,22,32.4
40kw,450,300,0.25,hot,PAR,PFM,9975,687,1.332,22.9,13.3,97.04,79,85,PASS,,79,22,32.4
40kw,450,300,0.5,cold,PAR,PFM,19950,687,1.313,40,26.7,97.18,18,26,PASS,,19,31.2,46.5
40kw,450,300,0.5,room,PAR,PFM,19950,687,1.313,40,26.7,97.17,53,62,PASS,,54,31.2,46.5
40kw,450,300,0.5,hot,PAR,PFM,19950,687,1.313,40,26.7,97.16,83,92,PASS,,84,31.2,46.5
40kw,450,300,0.75,cold,PAR,PFM,29925,687,1.288,58.1,40,96.95,22,35,PASS,,26,41.4,63
40kw,450,300,0.75,room,PAR,PFM,29925,687,1.288,58.1,40,96.94,58,71,PASS,,61,41.4,63
40kw,450,300,0.75,hot,PAR,PFM,29925,687,1.288,58.1,40,96.93,88,103,PASS,,91,41.4,63
40kw,450,300,1,cold,PAR,PFM,39900,687,1.263,76.6,53.3,96.66,28,46,PASS,,35,51.9,80.6
40kw,450,300,1,room,PAR,PFM,39900,687,1.263,76.6,53.3,96.64,64,84,PASS,,70,51.9,80.6
40kw,450,300,1,hot,PAR,PFM,39900,687,1.263,76.6,53.3,96.63,95,116,PASS,,100,51.9,80.6
40kw,450,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,400,0.05,cold,PAR,PFM,2000,830,1.084,21.6,2.7,92.15,11,19,PASS,,10,20.4,30.6
40kw,450,400,0.05,room,PAR,PFM,2000,830,1.084,21.6,2.7,92.15,46,54,PASS,,45,20.4,30.6
40kw,450,400,0.05,hot,PAR,PFM,2000,830,1.084,21.6,2.7,92.15,76,85,PASS,,75,20.4,30.6
40kw,450,400,0.1,cold,PAR,PFM,4000,830,1.084,22.2,5.3,95.37,12,19,PASS,,11,20.9,31.3
40kw,450,400,0.1,room,PAR,PFM,4000,830,1.084,22.2,5.3,95.36,47,55,PASS,,46,20.9,31.3
40kw,450,400,0.1,hot,PAR,PFM,4000,830,1.084,22.2,5.3,95.36,77,85,PASS,,76,20.9,31.3
40kw,450,400,0.25,cold,PAR,PFM,10000,830,1.084,25.7,13.4,97.19,14,21,PASS,,13,24.2,36.3
40kw,450,400,0.25,room,PAR,PFM,10000,830,1.084,25.7,13.4,97.19,49,56,PASS,,48,24.2,36.3
40kw,450,400,0.25,hot,PAR,PFM,10000,830,1.084,25.7,13.4,97.18,80,87,PASS,,78,24.2,36.3
40kw,450,400,0.5,cold,PAR,PFM,20000,830,1.083,35.5,26.7,97.57,20,25,PASS,,16,31.1,46.6
40kw,450,400,0.5,room,PAR,PFM,20000,830,1.083,35.5,26.7,97.55,55,61,PASS,,51,31.1,46.6
40kw,450,400,0.5,hot,PAR,PFM,20000,830,1.083,35.5,26.7,97.54,86,91,PASS,,81,31.1,46.6
40kw,450,400,0.75,cold,PAR,PFM,30000,830,1.082,47.6,40.1,97.57,26,29,PASS,,21,33.2,49.8
40kw,450,400,0.75,room,PAR,PFM,30000,830,1.082,47.6,40.1,97.55,62,65,PASS,,56,33.2,49.8
40kw,450,400,0.75,hot,PAR,PFM,30000,830,1.082,47.6,40.1,97.53,93,95,PASS,,86,33.2,49.8
40kw,450,400,1,cold,PAR,PFM,40000,830,1.081,60.6,53.4,97.43,34,33,PASS,,26,35.9,53.9
40kw,450,400,1,room,PAR,PFM,40000,830,1.081,60.6,53.4,97.4,71,70,PASS,,61,35.9,53.9
40kw,450,400,1,hot,PAR,PFM,40000,830,1.081,60.6,53.4,97.37,103,101,PASS,,91,35.9,53.9
40kw,450,500,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,500,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,500,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,500,0.05,cold,PAR,PFM,2000,830,0.609,47.7,2.7,88.59,11,25,PASS,,10,25.3,67.5
40kw,450,500,0.05,room,PAR,PFM,2000,830,0.609,47.7,2.7,88.59,46,61,PASS,,45,25.3,67.5
40kw,450,500,0.05,hot,PAR,PFM,2000,830,0.609,47.7,2.7,88.59,76,92,PASS,,75,25.3,67.5
40kw,450,500,0.1,cold,PAR,PFM,4000,830,0.608,47.9,5.3,93.54,12,25,PASS,,11,25.4,67.8
40kw,450,500,0.1,room,PAR,PFM,4000,830,0.608,47.9,5.3,93.54,47,61,PASS,,46,25.4,67.8
40kw,450,500,0.1,hot,PAR,PFM,4000,830,0.608,47.9,5.3,93.54,77,92,PASS,,76,25.4,67.8
40kw,450,500,0.25,cold,PAR,PFM,10000,830,0.607,49.1,13.4,96.65,14,26,PASS,,12,26,69.5
40kw,450,500,0.25,room,PAR,PFM,10000,830,0.607,49.1,13.4,96.65,49,62,PASS,,47,26,69.5
40kw,450,500,0.25,hot,PAR,PFM,10000,830,0.607,49.1,13.4,96.64,80,93,PASS,,77,26,69.5
40kw,450,500,0.5,cold,PAR,PFM,20000,830,0.602,53.3,26.7,97.53,20,28,PASS,,15,27.9,75.4
40kw,450,500,0.5,room,PAR,PFM,20000,830,0.602,53.3,26.7,97.52,55,64,PASS,,50,27.9,75.4
40kw,450,500,0.5,hot,PAR,PFM,20000,830,0.602,53.3,26.7,97.51,86,95,PASS,,80,27.9,75.4
40kw,450,500,0.75,cold,PAR,PFM,30000,830,0.592,59.7,40.1,97.67,26,31,PASS,,18,30.8,84.4
40kw,450,500,0.75,room,PAR,PFM,30000,830,0.592,59.7,40.1,97.65,62,67,PASS,,53,30.8,84.4
40kw,450,500,0.75,hot,PAR,PFM,30000,830,0.592,59.7,40.1,97.63,93,99,PASS,,83,30.8,84.4
40kw,450,500,1,cold,PAR,PFM,40000,830,0.577,67.7,53.4,97.66,34,33,PASS,,22,29.2,82.1
40kw,450,500,1,room,PAR,PFM,40000,830,0.577,67.7,53.4,97.63,71,70,PASS,,57,29.2,82.1
40kw,450,500,1,hot,PAR,PFM,40000,830,0.577,67.7,53.4,97.61,103,102,PASS,,87,29.2,82.1
40kw,450,500,0,cold,SER,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,500,0,room,SER,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,500,0,hot,SER,IDLE,0,687,,0,0,,,,PASS,standby
40kw,450,500,0.05,cold,SER,PSM,2000,687,1.45,11,2.7,94.02,11,15,PASS,,11,13,17.6
40kw,450,500,0.05,room,SER,PSM,2000,687,1.45,11,2.7,94.02,46,51,PASS,,46,13,17.6
40kw,450,500,0.05,hot,SER,PSM,2000,687,1.45,11,2.7,94.02,76,81,PASS,,76,13,17.6
40kw,450,500,0.1,cold,SER,PSM,4000,687,1.45,13.5,5.3,96.1,11,17,PASS,,12,16,21.6
40kw,450,500,0.1,room,SER,PSM,4000,687,1.45,13.5,5.3,96.09,46,52,PASS,,47,16,21.6
40kw,450,500,0.1,hot,SER,PSM,4000,687,1.45,13.5,5.3,96.09,76,82,PASS,,77,16,21.6
40kw,450,500,0.25,cold,SER,PSM,10000,687,1.45,24.8,13.4,97.05,14,23,PASS,,15,29.3,39.7
40kw,450,500,0.25,room,SER,PSM,10000,687,1.45,24.8,13.4,97.04,49,58,PASS,,50,29.3,39.7
40kw,450,500,0.25,hot,SER,PSM,10000,687,1.45,24.8,13.4,97.04,79,89,PASS,,80,29.3,39.7
40kw,450,500,0.5,cold,SER,PSM,20000,687,1.45,46.4,26.7,96.93,18,37,PASS,,22,55,74.3
40kw,450,500,0.5,room,SER,PSM,20000,687,1.45,46.4,26.7,96.92,53,73,PASS,,57,55,74.3
40kw,450,500,0.5,hot,SER,PSM,20000,687,1.45,46.4,26.7,96.91,83,104,PASS,,87,55,74.3
40kw,450,500,0.75,cold,SER,PSM,30000,687,1.45,68.8,40.1,96.56,23,55,PASS,,31,81.4,110
40kw,450,500,0.75,room,SER,PSM,30000,687,1.45,68.8,40.1,96.54,58,92,PASS,,66,81.4,110
40kw,450,500,0.75,hot,SER,PSM,30000,687,1.45,68.8,40.1,96.53,89,124,PASS,,96,81.4,110
40kw,450,500,1,cold,SER,PSM,40000,687,1.45,91.3,53.4,96.13,28,78,PASS,,43,108,146
40kw,450,500,1,room,SER,PSM,40000,687,1.45,91.3,53.4,96.11,64,117,PASS,,78,108,146
40kw,450,500,1,hot,SER,PSM,40000,687,1.45,84.9,49.7,96.22,93,142,PASS,thermal derate to 93% ,104,100.5,135.9
40kw,450,750,0,cold,SER,IDLE,0,789,,0,0,,,,PASS,standby
40kw,450,750,0,room,SER,IDLE,0,789,,0,0,,,,PASS,standby
40kw,450,750,0,hot,SER,IDLE,0,789,,0,0,,,,PASS,standby
40kw,450,750,0.05,cold,SER,PFM,2000,789,1.119,19.7,2.7,92.73,11,18,PASS,,11,18.3,27.8
40kw,450,750,0.05,room,SER,PFM,2000,789,1.119,19.7,2.7,92.73,46,53,PASS,,46,18.3,27.8
40kw,450,750,0.05,hot,SER,PFM,2000,789,1.119,19.7,2.7,92.73,76,83,PASS,,76,18.3,27.8
40kw,450,750,0.1,cold,SER,PFM,4000,789,1.119,20.4,5.3,95.7,12,18,PASS,,11,18.9,28.8
40kw,450,750,0.1,room,SER,PFM,4000,789,1.119,20.4,5.3,95.7,47,54,PASS,,46,18.9,28.8
40kw,450,750,0.1,hot,SER,PFM,4000,789,1.119,20.4,5.3,95.7,77,84,PASS,,76,18.9,28.8
40kw,450,750,0.25,cold,SER,PFM,10000,789,1.118,24.6,13.4,97.35,14,20,PASS,,13,22.8,34.9
40kw,450,750,0.25,room,SER,PFM,10000,789,1.118,24.6,13.4,97.34,49,56,PASS,,48,22.8,34.9
40kw,450,750,0.25,hot,SER,PFM,10000,789,1.118,24.6,13.4,97.34,79,86,PASS,,78,22.8,34.9
40kw,450,750,0.5,cold,SER,PFM,20000,789,1.117,36,26.7,97.68,19,25,PASS,,17,29.1,44.4
40kw,450,750,0.5,room,SER,PFM,20000,789,1.117,36,26.7,97.66,54,60,PASS,,52,29.1,44.4
40kw,450,750,0.5,hot,SER,PFM,20000,789,1.117,36,26.7,97.65,85,91,PASS,,82,29.1,44.4
40kw,450,750,0.75,cold,SER,PFM,30000,789,1.115,49.4,40.1,97.63,25,29,PASS,,22,32.3,49.5
40kw,450,750,0.75,room,SER,PFM,30000,789,1.115,49.4,40.1,97.61,61,65,PASS,,57,32.3,49.5
40kw,450,750,0.75,hot,SER,PFM,30000,789,1.115,49.4,40.1,97.6,92,96,PASS,,87,32.3,49.5
40kw,450,750,1,cold,SER,PFM,40000,789,1.113,63.6,53.4,97.46,32,34,PASS,,28,36.4,55.8
40kw,450,750,1,room,SER,PFM,40000,789,1.113,63.6,53.4,97.43,69,71,PASS,,63,36.4,55.8
40kw,450,750,1,hot,SER,PFM,40000,789,1.113,63.6,53.4,97.41,100,103,PASS,,93,36.4,55.8
40kw,450,1000,0,cold,SER,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,1000,0,room,SER,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,1000,0,hot,SER,IDLE,0,830,,0,0,,,,PASS,standby
40kw,450,1000,0.05,cold,SER,PFM,2000,830,0.609,47.7,2.7,88.67,11,25,PASS,,10,25.3,67.5
40kw,450,1000,0.05,room,SER,PFM,2000,830,0.609,47.7,2.7,88.67,46,61,PASS,,45,25.3,67.5
40kw,450,1000,0.05,hot,SER,PFM,2000,830,0.609,47.7,2.7,88.67,76,92,PASS,,75,25.3,67.5
40kw,450,1000,0.1,cold,SER,PFM,4000,830,0.608,47.9,5.3,93.63,12,25,PASS,,11,25.4,67.8
40kw,450,1000,0.1,room,SER,PFM,4000,830,0.608,47.9,5.3,93.63,47,61,PASS,,46,25.4,67.8
40kw,450,1000,0.1,hot,SER,PFM,4000,830,0.608,47.9,5.3,93.63,77,92,PASS,,76,25.4,67.8
40kw,450,1000,0.25,cold,SER,PFM,10000,830,0.607,49.1,13.4,96.75,14,26,PASS,,12,26,69.5
40kw,450,1000,0.25,room,SER,PFM,10000,830,0.607,49.1,13.4,96.74,49,62,PASS,,47,26,69.5
40kw,450,1000,0.25,hot,SER,PFM,10000,830,0.607,49.1,13.4,96.74,80,93,PASS,,77,26,69.5
40kw,450,1000,0.5,cold,SER,PFM,20000,830,0.602,53.3,26.7,97.63,20,28,PASS,,15,27.9,75.4
40kw,450,1000,0.5,room,SER,PFM,20000,830,0.602,53.3,26.7,97.62,55,64,PASS,,50,27.9,75.4
40kw,450,1000,0.5,hot,SER,PFM,20000,830,0.602,53.3,26.7,97.61,86,95,PASS,,80,27.9,75.4
40kw,450,1000,0.75,cold,SER,PFM,30000,830,0.592,59.7,40.1,97.77,26,31,PASS,,18,30.8,84.4
40kw,450,1000,0.75,room,SER,PFM,30000,830,0.592,59.7,40.1,97.75,62,67,PASS,,53,30.8,84.4
40kw,450,1000,0.75,hot,SER,PFM,30000,830,0.592,59.7,40.1,97.73,93,99,PASS,,83,30.8,84.4
40kw,450,1000,1,cold,SER,PFM,40000,830,0.577,67.7,53.4,97.76,34,33,PASS,,22,29.2,82.1
40kw,450,1000,1,room,SER,PFM,40000,830,0.577,67.7,53.4,97.73,71,70,PASS,,57,29.2,82.1
40kw,450,1000,1,hot,SER,PFM,40000,830,0.577,67.7,53.4,97.71,103,102,PASS,,87,29.2,82.1
40kw,475,150,0,cold,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,150,0,room,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,150,0,hot,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,150,0.05,cold,PAR,PSM,998,725,1.45,7.1,1.3,76.46,10,50,PASS,,11,8.9,11.3
40kw,475,150,0.05,room,PAR,PSM,998,725,1.45,7.1,1.3,76.46,45,85,PASS,,46,8.9,11.3
40kw,475,150,0.05,hot,PAR,PSM,998,725,1.45,7.1,1.3,76.46,75,115,PASS,,76,8.9,11.3
40kw,475,150,0.1,cold,PAR,PSM,1995,725,1.45,9.6,2.5,85.5,11,50,PASS,,11,12,15.4
40kw,475,150,0.1,room,PAR,PSM,1995,725,1.45,9.6,2.5,85.5,46,85,PASS,,46,12,15.4
40kw,475,150,0.1,hot,PAR,PSM,1995,725,1.45,9.6,2.5,85.5,76,115,PASS,,76,12,15.4
40kw,475,150,0.25,cold,PAR,PSM,4988,725,1.45,19.8,6.3,91.64,12,51,PASS,,14,24.7,31.7
40kw,475,150,0.25,room,PAR,PSM,4988,725,1.45,19.8,6.3,91.64,47,86,PASS,,49,24.7,31.7
40kw,475,150,0.25,hot,PAR,PSM,4988,725,1.45,19.8,6.3,91.64,77,116,PASS,,79,24.7,31.7
40kw,475,150,0.5,cold,PAR,PSM,9975,725,1.45,38.2,12.6,93.4,13,54,PASS,,19,47.7,61.1
40kw,475,150,0.5,room,PAR,PSM,9975,725,1.45,38.2,12.6,93.4,49,90,PASS,,54,47.7,61.1
40kw,475,150,0.5,hot,PAR,PSM,9975,725,1.45,38.2,12.6,93.4,79,120,PASS,,84,47.7,61.1
40kw,475,150,0.75,cold,PAR,PSM,14963,725,1.45,56.9,18.9,93.63,15,59,PASS,,26,71,91
40kw,475,150,0.75,room,PAR,PSM,14963,725,1.45,56.9,18.9,93.62,51,95,PASS,,61,71,91
40kw,475,150,0.75,hot,PAR,PSM,14963,725,1.45,56.9,18.9,93.62,81,127,PASS,,91,71,91
40kw,475,150,1,cold,PAR,PSM,19950,725,1.45,75.6,25.3,93.46,18,66,PASS,,35,94.5,121
40kw,475,150,1,room,PAR,PSM,19950,725,1.45,75.6,25.3,93.45,53,104,PASS,,70,94.5,121
40kw,475,150,1,hot,PAR,PSM,19950,725,1.45,75.6,25.3,93.45,83,136,PASS,,100,94.5,121
40kw,475,200,0,cold,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,200,0,room,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,200,0,hot,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,200,0.05,cold,PAR,PSM,1330,725,1.45,8.8,1.7,86.13,10,30,PASS,,11,11.1,14.2
40kw,475,200,0.05,room,PAR,PSM,1330,725,1.45,8.8,1.7,86.13,45,65,PASS,,46,11.1,14.2
40kw,475,200,0.05,hot,PAR,PSM,1330,725,1.45,8.8,1.7,86.13,75,95,PASS,,76,11.1,14.2
40kw,475,200,0.1,cold,PAR,PSM,2660,725,1.45,11,3.4,91.55,11,30,PASS,,11,13.7,17.6
40kw,475,200,0.1,room,PAR,PSM,2660,725,1.45,11,3.4,91.55,46,65,PASS,,46,13.7,17.6
40kw,475,200,0.1,hot,PAR,PSM,2660,725,1.45,11,3.4,91.55,76,95,PASS,,76,13.7,17.6
40kw,475,200,0.25,cold,PAR,PSM,6650,725,1.45,20.5,8.4,94.81,12,30,PASS,,14,25.6,32.8
40kw,475,200,0.25,room,PAR,PSM,6650,725,1.45,20.5,8.4,94.81,47,66,PASS,,49,25.6,32.8
40kw,475,200,0.25,hot,PAR,PSM,6650,725,1.45,20.5,8.4,94.81,77,96,PASS,,79,25.6,32.8
40kw,475,200,0.5,cold,PAR,PSM,13300,725,1.45,38.5,16.8,95.53,15,33,PASS,,19,48.1,61.7
40kw,475,200,0.5,room,PAR,PSM,13300,725,1.45,38.5,16.8,95.53,50,69,PASS,,54,48.1,61.7
40kw,475,200,0.5,hot,PAR,PSM,13300,725,1.45,38.5,16.8,95.52,80,99,PASS,,84,48.1,61.7
40kw,475,200,0.75,cold,PAR,PSM,19950,725,1.45,57.1,25.3,95.46,18,47,PASS,,26,71.3,91.4
40kw,475,200,0.75,room,PAR,PSM,19950,725,1.45,57.1,25.3,95.45,53,83,PASS,,61,71.3,91.4
40kw,475,200,0.75,hot,PAR,PSM,19950,725,1.45,57.1,25.3,95.44,83,115,PASS,,91,71.3,91.4
40kw,475,200,1,cold,PAR,PSM,26600,725,1.45,75.8,33.7,95.19,21,64,PASS,,35,94.7,121.3
40kw,475,200,1,room,PAR,PSM,26600,725,1.45,75.8,33.7,95.18,56,102,PASS,,70,94.7,121.3
40kw,475,200,1,hot,PAR,PSM,26600,725,1.45,75.8,33.7,95.17,86,134,PASS,,100,94.7,121.3
40kw,475,250,0,cold,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,250,0,room,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,250,0,hot,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,250,0.05,cold,PAR,PSM,1663,725,1.45,10.7,2.1,89.78,11,22,PASS,,11,13.4,17.1
40kw,475,250,0.05,room,PAR,PSM,1663,725,1.45,10.7,2.1,89.78,46,58,PASS,,46,13.4,17.1
40kw,475,250,0.05,hot,PAR,PSM,1663,725,1.45,10.7,2.1,89.78,76,88,PASS,,76,13.4,17.1
40kw,475,250,0.1,cold,PAR,PSM,3325,725,1.45,12.5,4.2,93.78,11,23,PASS,,11,15.7,20
40kw,475,250,0.1,room,PAR,PSM,3325,725,1.45,12.5,4.2,93.78,46,58,PASS,,46,15.7,20
40kw,475,250,0.1,hot,PAR,PSM,3325,725,1.45,12.5,4.2,93.78,76,88,PASS,,76,15.7,20
40kw,475,250,0.25,cold,PAR,PSM,8313,725,1.45,21.3,10.5,96.05,13,23,PASS,,14,26.7,34.1
40kw,475,250,0.25,room,PAR,PSM,8313,725,1.45,21.3,10.5,96.05,48,58,PASS,,49,26.7,34.1
40kw,475,250,0.25,hot,PAR,PSM,8313,725,1.45,21.3,10.5,96.05,78,89,PASS,,79,26.7,34.1
40kw,475,250,0.5,cold,PAR,PSM,16625,725,1.45,39,21,96.46,16,33,PASS,,19,48.7,62.4
40kw,475,250,0.5,room,PAR,PSM,16625,725,1.45,39,21,96.45,51,69,PASS,,54,48.7,62.4
40kw,475,250,0.5,hot,PAR,PSM,16625,725,1.45,39,21,96.45,81,99,PASS,,84,48.7,62.4
40kw,475,250,0.75,cold,PAR,PSM,24938,725,1.45,57.4,31.6,96.32,20,47,PASS,,26,71.7,91.9
40kw,475,250,0.75,room,PAR,PSM,24938,725,1.45,57.4,31.6,96.31,55,84,PASS,,61,71.7,91.9
40kw,475,250,0.75,hot,PAR,PSM,24938,725,1.45,57.4,31.6,96.3,85,115,PASS,,91,71.7,91.9
40kw,475,250,1,cold,PAR,PSM,33250,725,1.45,76.1,42.1,96.05,24,64,PASS,,35,95,121.7
40kw,475,250,1,room,PAR,PSM,33250,725,1.45,76.1,42.1,96.04,59,102,PASS,,70,95,121.7
40kw,475,250,1,hot,PAR,PSM,33250,725,1.45,76.1,42.1,96.03,90,134,PASS,,100,95,121.7
40kw,475,300,0,cold,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,300,0,room,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,300,0,hot,PAR,IDLE,0,725,,0,0,,,,PASS,standby
40kw,475,300,0.05,cold,PAR,PSM,1995,725,1.45,12.6,2.5,90.86,11,23,PASS,,11,15.7,20.1
40kw,475,300,0.05,room,PAR,PSM,1995,725,1.45,12.6,2.5,90.86,46,58,PASS,,46,15.7,20.1
40kw,475,300,0.05,hot,PAR,PSM,1995,725,1.45,12.6,2.5,90.86,76,88,PASS,,76,15.7,20.1
40kw,475,300,0.1,cold,PAR,PSM,3990,725,1.45,14.2,5.1,94.49,11,23,PASS,,11,17.7,22.7
40kw,475,300,0.1,room,PAR,PSM,3990,725,1.45,14.2,5.1,94.49,46,58,PASS,,46,17.7,22.7
40kw,475,300,0.1,hot,PAR,PSM,3990,725,1.45,14.2,5.1,94.49,76,88,PASS,,76,17.7,22.7
40kw,475,300,0.25,cold,PAR,PSM,9975,725,1.45,22.3,12.6,96.55,13,23,PASS,,14,27.9,35.8
40kw,475,300,0.25,room,PAR,PSM,9975,725,1.45,22.3,12.6,96.54,49,59,PASS,,49,27.9,35.8
40kw,475,300,0.25,hot,PAR,PSM,9975,725,1.45,22.3,12.6,96.54,79,89,PASS,,79,27.9,35.8
40kw,475,300,0.5,cold,PAR,PFM,19950,725,1.441,39.6,25.3,97.05,18,29,PASS,,19,38.8,50.1
40kw,475,300,0.5,room,PAR,PFM,19950,725,1.441,39.6,25.3,97.05,53,65,PASS,,54,38.8,50.1
40kw,475,300,0.5,hot,PAR,PFM,19950,725,1.441,39.6,25.3,97.04,83,96,PASS,,84,38.8,50.1
40kw,475,300,0.75,cold,PAR,PFM,29925,725,1.398,57.9,37.9,96.84,22,39,PASS,,26,52.7,70.1
40kw,475,300,0.75,room,PAR,PFM,29925,725,1.398,57.9,37.9,96.83,58,76,PASS,,61,52.7,70.1
40kw,475,300,0.75,hot,PAR,PFM,29925,725,1.398,57.9,37.9,96.82,88,107,PASS,,91,52.7,70.1
40kw,475,300,1,cold,PAR,PFM,39900,725,1.357,76.5,50.5,96.56,27,52,PASS,,35,66.4,90.9
40kw,475,300,1,room,PAR,PFM,39900,725,1.357,76.5,50.5,96.54,63,90,PASS,,70,66.4,90.9
40kw,475,300,1,hot,PAR,PFM,39900,725,1.357,76.5,50.5,96.53,94,122,PASS,,100,66.4,90.9
40kw,475,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,475,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,475,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
40kw,475,400,0.05,cold,PAR,PFM,2000,830,1.084,21.6,2.5,92.16,11,19,PASS,,10,20.4,30.6
40kw,475,400,0.05,room,PAR,PFM,2000,830,1.084,21.6,2.5,92.16,46,54,PASS,,45,20.4,30.6
40kw,475,400,0.05,hot,PAR,PFM,2000,830,1.084,21.6,2.5,92.16,76,85,PASS,,75,20.4,30.6
40kw,475,400,0.1,cold,PAR,PFM,4000,830,1.084,22.2,5.1,95.38,12,19,PASS,,11,20.9,31.3
40kw,475,400,0.1,room,PAR,PFM,4000,830,1.084,22.2,5.1,95.37,47,55,PASS,,46,20.9,31.3
40kw,475,400,0.1,hot,PAR,PFM,4000,830,1.084,22.2,5.1,95.37,77,85,PASS,,76,20.9,31.3
40kw,475,400,0.25,cold,PAR,PFM,10000,830,1.084,25.7,12.7,97.21,14,21,PASS,,13,24.2,36.3
40kw,475,400,0.25,room,PAR,PFM,10000,830,1.084,25.7,12.7,97.21,49,56,PASS,,48,24.2,36.3
40kw,475,400,0.25,hot,PAR,PFM,10000,830,1.084,25.7,12.7,97.2,79,87,PASS,,78,24.2,36.3
40kw,475,400,0.5,cold,PAR,PFM,20000,830,1.083,35.5,25.3,97.6,19,25,PASS,,16,31.1,46.6
40kw,475,400,0.5,room,PAR,PFM,20000,830,1.083,35.5,25.3,97.59,54,61,PASS,,51,31.1,46.6
40kw,475,400,0.5,hot,PAR,PFM,20000,830,1.083,35.5,25.3,97.58,84,91,PASS,,81,31.1,46.6
40kw,475,400,0.75,cold,PAR,PFM,30000,830,1.082,47.6,38,97.62,25,29,PASS,,21,33.2,49.8
