mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
S8050,C2146,ORDERABLE,"CJ","NPN SOT-23 (QAUXFB: R4-3 opto-emulating FB pull-down · QPVD: R7-B low-side switch for the PV-driver LEDs at the guaranteed 10 mA point)","MMBT2222",acdc+dcdc,4,0.5,0.4,0.4,0.3,2,1,QAUXFB QPVD QDIG1 QDIG2
MLCC-18p-0603,,CLASS,"any","**18 pF** 0603 C0G (DESAT blank, LLC ZVS turn-on; E81 lead: 10 pF sat under the 0.4 µs noise floor and 15 pF read 0.39 µs — 18 pF gives a 0.47 µs minimum blank and a 1.33 µs total response with two dies, both inside the lines). E81 (F-C-8): the LLC positions carry TWO dies at 40/50 kW on ONE driver channel, so the soft-off term 0.6·Q_g/I_STO doubles (2 × 162 nC / 0.25 A = 778 ns) and the total response was 1.83 µs against the 1.5 µs line (75 % of a 2 µs SCWT). 22 → 10 pF: blank 552 → 251 ns, total 1.53 µs with both dies. The min-blank floor drops to 328 ns, below the 400 ns noise line → the ZVS turn-on transient is a named EVT bench check","any C0G",dcdc,4,0.5,0.4,0.4,0.3,2,1,C1HBL C1LBL C2HBL C2LBL
CC0805KRX7R9BB103,,CLASS,"any","filter/decoupling MLCC 0402–0805 10nF (0805 land)","any",acdc,3,0.7,0.5,0.4,0.4,2,1,CV1DF CV2DF CV3DF
CL21A106KAYNNNE,C15850,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 10uF","any",acdc+card,3,0.7,0.5,0.4,0.4,2,1,CBKIA CBKICARD CAVO
CC0603JRNPO9BN470,,CLASS,"any","47 pF 0603 C0G (DESAT blank, Vienna hard turn-on — E60: NSI66x1A worst response 2.21 µs vs the 4.2 µs SCWT class, ≥0.8 µs blank) 47pF","any C0G",acdc,3,0.5,0.4,0.4,0.3,1,1,CA0GBL CB0GBL CC0GBL
RC0603FR-071KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1k (0603 land)","any",acdc+dcdc,3,0.5,0.4,0.4,0.3,1,1,RCSF RROLEB R1CF
RC0603FR-072K2L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 2.2k (0603 land)","any",acdc+dcdc,3,0.5,0.4,0.4,0.3,1,1,RZFB RDIG1 RDIG2
RC0805FR-071ML,C107700,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1M","any",dcdc+card,3,0.5,0.4,0.4,0.3,1,1,R1WHA R1WHB RCARDXF
RC1206FR-0718RL,,CLASS,"any","22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) [E60: F.01 155 A pk = 2.77 V, ceiling 225 A] 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RA0B
RC1206FR-0718RL,,CLASS,"any","22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RB0B
RC1206FR-0718RL,,CLASS,"any","22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RC0B
BZX84-B15,,ORDERABLE,"any","15 V **±2 %** zener (R4-3: primary-side regulation reference — VCC regulates at VZ+VBE, aux winding tracks the rails). E81 (F-A-10): the ±5 % BZT52-C15 gave VZ 14.25–15.75 V and, with VBE 0.60–0.70 V, VCC 14.85–16.45 V → V15 14.7–16.6 V, whose TOP is OUTSIDE the bias modules' 13.5–16.5 V input window (N15 = Naux = 4 T, so V15 tracks VCC almost exactly — excellent cross-regulation, and therefore it inherits the whole tolerance). ±2 %: VZ 14.7–15.3 → V15 ≈ 14.6–15.4 V, inside the window with margin, and the reason SMBJ18A is now a clean TVS choice. The TL431 route (±1 %, +₹1.4) stays the next lever if EVT finds the zener tempco insufficient","TL431 + 2-resistor divider (+₹1.4, ±1 %)",acdc,1,1.6,1.2,1.1,1,1,1,DZAUX
CL21B105KBFNNNE,C28323,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 1uF","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CAVMA C1AVM
R2512-4k7-1W,,CLASS,"any","4.7 kΩ 1 W 2512 V24 PRELOAD (E81 F-A-10): with every relay de-energised and the fans off — the normal standby state — V24 had NO minimum load and peak-charged to ≈25–26.5 V against a 26.4 V HF167F maximum coil voltage and 26.4 V-class 24 V fans. 5.1 mA / 0.12 W","2× 0805 in series",acdc,1,1.4,1,0.9,0.8,1,1,RPL24
GRM21BR61C226ME44L,C86817,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 22uF","any",acdc+card,2,0.7,0.5,0.4,0.4,1,1,CBKOA CBKOCARD
MLCC-small,,CLASS,"any","filter/decoupling MLCC 0402–0805","any",card,2,0.7,0.5,0.4,0.4,1,1,CCARDX1 CCARDX2
RC0805FR-0710KL,C84376,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 10k","any",acdc+card,2,0.5,0.4,0.4,0.3,1,1,RQDPD RCARDRST
RC1206FR-071ML,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1M (1206 land)","any",acdc+dcdc,2,0.5,0.4,0.4,0.3,1,1,RPET RCGB
RC0603FR-0745K3L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 45.3k (0603 land)","any",acdc+card,2,0.5,0.4,0.4,0.3,1,1,RBKF1A RBKF1CARD
RC0603FR-074K7L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7k (0603 land)","any",dcdc+card,2,0.5,0.4,0.4,0.3,1,1,RPVDB RFLTC
GZ2012D601TF,C1017,ORDERABLE,"any","ferrite bead 600 Ω@100 MHz (VDDA feed — MR-7)","any",card,1,1.1,0.8,0.7,0.6,1,1,FBCARDA
BAT54A,,CLASS,"any","dual Schottky SOT-23 common anode (E65 F.11 window comparator diode-OR onto the FLT wire-OR)","BAT54AW",dcdc,1,0.8,0.6,0.5,0.5,1,1,D1W
CC0603JRNPO9BN101,C14665,ORDERABLE,"any","100 pF 0603 C0G ±5 % (aux CS filter — E65: 1 k ∥ 26.5 k ramp R → 96 ns lag; the 470 pF X7R part let the limit overshoot 1.5 A at 860 V) 100pF","any C0G",acdc,1,0.7,0.5,0.4,0.4,1,0,CCSF
CC0603JRNPO9BN221,C106210,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 220pF","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,C1CF
CC1206KRX7R9BB472,C107208,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 4.7nF","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,CCGB
CL10A105KB8NNNC,,CLASS,"any","filter/decoupling MLCC 0402–0805 1uF (0603 land)","any",card,1,0.7,0.5,0.4,0.4,1,0,CCARDA1
CC0603KRX7R9BB222,,CLASS,"any","filter/decoupling MLCC 0402–0805 2.2nF (0603 land)","any",card,1,0.7,0.5,0.4,0.4,1,0,CAVF
RC0603FR-07330RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 330 (0603 land)","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RKFBP
RC0805FR-07100RL,C105577,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RQDG
RC0603FR-077K5L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 7.5k","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RBR2
RC0603FR-0747KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 47k (0603 land)","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RM15A
RC1206FR-07120RL,C114928,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 120","any",dcdc,1,0.5,0.4,0.4,0.3,0,0,RTERM
RC0603JR-070RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 0R (0603 land)","any",card,1,0.5,0.4,0.4,0.3,0,0,RWDOLCARD
RC0805FR-074R7L,C137513,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7","any",card,1,0.5,0.4,0.4,0.3,0,0,RAVI
RC0805JR-070RL,C96345,ORDERABLE,"any","card FLT wired-OR pull-up 4.7 k 0603 / AGND–DGND 0 Ω 0805 single-point tie (card-split rescue) 0R","any",card,1,0.5,0.4,0.4,0.3,0,0,RAGTC
TP-1mm-PAD,,CLASS,"—","1 mm test pad on WDI (E81 F-F-8): the ATE fixture must kick the watchdog while the WDO→NRST link (RWDOL) is lifted for blank-chip SWD programming; process note on the fab drawing","probe-only pad, no part",card,1,0.3,0.2,0.2,0.2,0,0,TPWDICARD
BIAS-XFMR-SET,,CUSTOM,custom,"BIAS-XFMR multi-secondary set (E23) — RETIRED at 10k volume (modules permanent, E23 rev B)","—",acdc+dcdc,2,0,0,0,0,0,0,
MECH,,MECH,—,"PCB-ACDC 6L 440×500","—",module,1,1438,1250,1163,1088,1250,1088,
MECH,,MECH,—,"PCB-DCDC 6L 440×500","—",module,1,1667,1450,1349,1262,1450,1262,
MECH,,MECH,—,"Heatsink extrusions (2, sandwich outer faces — 40 kW fin stock)","—",module,1,2012,1750,1628,1523,1750,1523,
MECH,,MECH,—,"Fans 120×38 PWM (3.3 V-PWM p/n, dual-ball-bearing, L10 ≥70 kh @40 °C, IP55, −30…+70 °C — E52/E60 field-reliability spec; IP55 premium at RFQ)","—",module,3,322,280,260,244,840,731,
MECH,,MECH,—,"Enclosure sheet metal + hardware","—",module,1,1150,1000,930,870,1000,870,
MECH,,MECH,—,"Busbars/interconnect studs + harness (busbar-calc)","—",module,1,931,810,753,705,810,705,
MECH,,MECH,—,"NTC sensor assemblies (insulated tip spec, E25)","—",module,4,21,18,17,16,72,63,
MECH,,MECH,—,"TIM/insulators/fasteners (E68 clip mount: 0.635 mm Al2O3 insulator + spring clip + grease under each of 39 TO-247 dies, mount.mjs 0.8 K/W)","—",module,1,736,640,595,557,640,557,
MECH,,MECH,—,"Magnetics bond kit (E65 → E67): 3 W/mK silicone gap pads on BOTH yoke faces of the two 3-set D3 cells and the D2 to the upper/lower extrusion webs + clamp bars, end turns potted to the web (≥0.8 W/mK silicone), CTE-compliant; VPI is in the part price — three parts, was six","—",module,1,437,380,353,331,380,331,
MECH,,MECH,—,"D1 choke mount kit (E65 D1): per stack — fiberglass-reinforced silicone gap pad 1.0 mm ≥3 W/mK (≥5 kVAC ASTM D149, basic insulation to the PE-bonded web), GF-PPS insulating clamp cap + bore sleeve (basic insulation winding↔bolt), M6 A4 bolt + Belleville + nut, 2-point glass banding; the bonded end face is the D1 cooling path [est: pad ₹45, cap+sleeve ₹42, hardware+banding ₹18]","—",module,3,121,105,98,91,315,274,
MECH,,MECH,—,"Conformal coating (acrylic, both boards + card — E52/A11 rev B baseline)","—",module,1,391,340,316,296,340,296,
MECH,,MECH,—,"Assembly + calibration + EOL test","—",module,1,2243,1950,1814,1697,1950,1697,
TOTAL_ELECTRONIC,,,,,,,,,,,,33473,26577,
TOTAL_MODULE,,,,,,,,,,,,44270,35970,
