mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
SMBJ28A,,ORDERABLE,"any","TVS **28 V** uni SMB — V24 rail clamp for a gross feedback-open fault, not rail regulation. The 28 V standoff is the requirement: V24 runs 25–26.5 V at light load, and a standoff at or below that normal maximum leaks continuously and becomes a heater instead of a clamp. Works with the 4.7 k V24 preload (RPL24)","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS24
SMBJ18A,,ORDERABLE,"any","TVS **18 V** uni SMB — V15 rail clamp, fault duty only. 18 V clears the ±2 % reference band (V15 upper corner 15.4 V) with room and still sits under the gate-bias modules' 16.5 V input ceiling; a 16 V standoff would sit below the rail's own upper corner and leak in normal operation","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS15
R2512-R05-1W-1%,,CLASS,"any current-sense","50 mΩ 1 % 1 W 2512 in the V24 distribution after CAUX24: it holds a V24 hard-short loop ≥100 mΩ so the NCP1252D min-on-time ratchet stays ≤80 % of Bsat (130 °C) for the 10–20 ms before the fault latch; 0.29 W at 2.4 A [est ₹3 @1k]","any 2512 CS 1 W",acdc,1,4.1,3,2.6,2.4,3,2,RAUX24
CC0805KRX7R9BB102,,CLASS,"any","filter/decoupling MLCC 0402–0805 1nF (0805 land)","any",acdc+dcdc,5,0.7,0.5,0.4,0.4,3,2,CBPDF CBMDF COADF COBDF COVDF
R1206-R28-1%-0.5W,,CLASS,"any current-sense","0.28 Ω 1% 0.5 W 1206 current-sense (aux cycle-by-cycle limit — with CCSF 100 pF the worst comparator margin at full load is 8 % and the limit flux 71 % of Bsat at 130 °C; 0.19 W worst)","any CS 1206",acdc,1,3.4,2.5,2.2,2,3,2,RAUXCS
R2010-1k-0.75W-1%,,CLASS,"any thick-film","1 kΩ 0.75 W 2010, PV-driver LED feed (≥10 mA at the guaranteed spec point, held down to the 13.5 V rail floor; 0.24 W worst = 31 %)","2× 510R 1206 series",dcdc,2,1.6,1.2,1.1,1,2,2,RPVLA RPVLB
RC0603FR-07220RL,C107696,ORDERABLE,"any","220 Ω segment 220","any",dcdc,8,0.4,0.3,0.3,0.2,2,2,RSEG0 RSEG1 RSEG2 RSEG3 RSEG4 RSEG5 RSEG6 RSEG7
RC0603FR-07100KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100k (0603 land)","any",acdc+card,5,0.5,0.4,0.4,0.3,2,2,RAUXG REN1A RENRCARD RENLCARD REN1CARD
S8050,C2146,ORDERABLE,"CJ","NPN SOT-23 (QAUXFB: opto-emulating feedback pull-down · QPVD: low-side switch for the PV-driver LEDs at the guaranteed 10 mA point)","MMBT2222",acdc+dcdc,4,0.5,0.4,0.4,0.3,2,1,QAUXFB QPVD QDIG1 QDIG2
MLCC-18p-0603,,CLASS,"any","**18 pF** 0603 C0G (DESAT blank, LLC ZVS turn-on). 18 pF is bounded on both sides: the LLC positions carry TWO dies at 40/50 kW on ONE driver channel, so the soft-off term 0.6·Q_g/I_STO doubles (2 × 162 nC / 0.25 A = 778 ns) and the total response must stay inside 1.5 µs (75 % of a 2 µs withstand) — 18 pF gives 1.33 µs with two dies; below it the minimum blank falls under the 0.4 µs noise floor (10 pF sits under it, 15 pF reads 0.39 µs). The 0.47 µs minimum blank it does give makes the ZVS turn-on transient a named EVT bench check","any C0G",dcdc,4,0.5,0.4,0.4,0.3,2,1,C1HBL C1LBL C2HBL C2LBL
CC0805KRX7R9BB103,,CLASS,"any","filter/decoupling MLCC 0402–0805 10nF (0805 land)","any",acdc,3,0.7,0.5,0.4,0.4,2,1,CV1DF CV2DF CV3DF
CL21A106KAYNNNE,C15850,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 10uF","any",acdc+card,3,0.7,0.5,0.4,0.4,2,1,CBKIA CBKICARD CAVO
CC0603JRNPO9BN470,,CLASS,"any","47 pF 0603 C0G (DESAT blank, Vienna hard turn-on — NSI66x1A worst response 2.21 µs against the 4.2 µs short-circuit-withstand class, ≥0.8 µs blank) 47pF","any C0G",acdc,3,0.5,0.4,0.4,0.3,1,1,CA0GBL CB0GBL CC0GBL
RC0603FR-072K2L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 2.2k (0603 land)","any",acdc+dcdc,3,0.5,0.4,0.4,0.3,1,1,RZFB RDIG1 RDIG2
RC0805FR-071ML,C107700,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1M","any",dcdc+card,3,0.5,0.4,0.4,0.3,1,1,R1WHA R1WHB RCARDXF
RC1206FR-0713RL,,CLASS,"any","13 Ω line-CT burden 1% 1206 (F.01 195 A pk = 2.66 V; observable to 311 A through the D1 soft-saturation race, inside the 3.275 V rail budget above AVMID) [13 Ω line-CT burden: F.01 195 A pk = 2.66 V, observable to 311 A] 13","any",acdc,1,1.6,1.2,1.1,1,1,1,RA0B
RC1206FR-0713RL,,CLASS,"any","13 Ω line-CT burden 1% 1206 (F.01 195 A pk = 2.66 V; observable to 311 A through the D1 soft-saturation race, inside the 3.275 V rail budget above AVMID) 13","any",acdc,1,1.6,1.2,1.1,1,1,1,RB0B
RC1206FR-0713RL,,CLASS,"any","13 Ω line-CT burden 1% 1206 (F.01 195 A pk = 2.66 V; observable to 311 A through the D1 soft-saturation race, inside the 3.275 V rail budget above AVMID) 13","any",acdc,1,1.6,1.2,1.1,1,1,1,RC0B
BZX84-B15,,ORDERABLE,"any","15 V **±2 %** zener (aux primary-side regulation reference — VCC regulates at VZ+VBE and the aux winding tracks the rails). ±2 % is a requirement, not a preference: N15 = Naux = 4 T, so V15 tracks VCC almost exactly and inherits the whole reference tolerance. At ±2 %, VZ 14.7–15.3 V → V15 ≈ 14.6–15.4 V, inside the gate-bias modules' 13.5–16.5 V input window with margin and under the SMBJ18A standoff; a ±5 % part puts the top of V15 at 16.6 V, outside that window","TL431 + 2-resistor divider (+₹1.4, ±1 %)",acdc,1,1.6,1.2,1.1,1,1,1,DZAUX
CL21B105KBFNNNE,C28323,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 1uF","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CAVMA C1AVM
R2512-4k7-1W,,CLASS,"any","4.7 kΩ 1 W 2512 V24 PRELOAD, 5.1 mA / 0.12 W. Fitted because the normal standby state — every relay de-energised, fans off — otherwise leaves V24 with NO minimum load, peak-charging to ≈25–26.5 V against a 26.4 V HF167F coil maximum and 26.4 V-class 24 V fans","2× 0805 in series",acdc,1,1.4,1,0.9,0.8,1,1,RPL24
GRM21BR61C226ME44L,C86817,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 22uF","any",acdc+card,2,0.7,0.5,0.4,0.4,1,1,CBKOA CBKOCARD
MLCC-small,,CLASS,"any","filter/decoupling MLCC 0402–0805","any",card,2,0.7,0.5,0.4,0.4,1,1,CCARDX1 CCARDX2
RC0805FR-0710KL,C84376,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 10k","any",acdc+card,2,0.5,0.4,0.4,0.3,1,1,RQDPD RCARDRST
RC1206FR-071ML,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1M (1206 land)","any",acdc+dcdc,2,0.5,0.4,0.4,0.3,1,1,RPET RCGB
RC0603FR-071KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 1k (0603 land)","any",acdc+dcdc,2,0.5,0.4,0.4,0.3,1,1,RCSF R1CF
RC0603FR-0745K3L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 45.3k (0603 land)","any",acdc+card,2,0.5,0.4,0.4,0.3,1,1,RBKF1A RBKF1CARD
RC0603FR-074K7L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7k (0603 land)","any",dcdc+card,2,0.5,0.4,0.4,0.3,1,1,RPVDB RFLTC
GZ2012D601TF,C1017,ORDERABLE,"any","ferrite bead 600 Ω@100 MHz (VDDA feed)","any",card,1,1.1,0.8,0.7,0.6,1,1,FBCARDA
BAT54A,,CLASS,"any","dual Schottky SOT-23 common anode (F.11 window comparator diode-OR onto the FLT wire-OR)","BAT54AW",dcdc,1,0.8,0.6,0.5,0.5,1,1,D1W
CC0603JRNPO9BN101,C14665,ORDERABLE,"any","100 pF 0603 C0G ±5 % (aux current-sense filter — 1 k ∥ 26.5 k ramp R → 96 ns lag). C0G at this value: a 470 pF X7R part lets the cycle-by-cycle limit overshoot 1.5 A at 860 V 100pF","any C0G",acdc,1,0.7,0.5,0.4,0.4,1,0,CCSF
CC0603JRNPO9BN221,C106210,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 220pF","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,C1CF
CC1206KRX7R9BB472,C107208,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 4.7nF","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,CCGB
CL10A105KB8NNNC,,CLASS,"any","filter/decoupling MLCC 0402–0805 1uF (0603 land)","any",card,1,0.7,0.5,0.4,0.4,1,0,CCARDA1
CC0603KRX7R9BB222,,CLASS,"any","filter/decoupling MLCC 0402–0805 2.2nF (0603 land)","any",card,1,0.7,0.5,0.4,0.4,1,0,CAVF
RC0603FR-07330RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 330 (0603 land)","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RKFBP
RC0805FR-07100RL,C105577,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RQDG
RC0603FR-077K5L,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 7.5k","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RBR2
RC0603FR-0747KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 47k (0603 land)","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RM15A
RC1206FR-07120RL,C114928,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 120","any",dcdc,1,0.5,0.4,0.4,0.3,0,0,RTERM
RC0603JR-070RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 0R (0603 land)","any",card,1,0.5,0.4,0.4,0.3,0,0,RWDOLCARD
RC0805FR-074R7L,C137513,ORDERABLE,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7","any",card,1,0.5,0.4,0.4,0.3,0,0,RAVI
RC0805JR-070RL,C96345,ORDERABLE,"any","card FLT wired-OR pull-up 4.7 k 0603 / AGND–DGND 0 Ω 0805 single-point tie 0R","any",card,1,0.5,0.4,0.4,0.3,0,0,RAGTC
TP-1mm-PAD,,CLASS,"—","1 mm test pad on WDI — the ATE fixture kicks the watchdog through it while the WDO→NRST link (RWDOL) is lifted for blank-chip SWD programming; a process note on the fab drawing, not a purchased part","probe-only pad, no part",card,1,0.3,0.2,0.2,0.2,0,0,TPWDICARD
MECH,,MECH,—,"PCB-ACDC 6L 440×500 (50 kW copper masses)","—",module,1,1495,1300,1209,1131,1300,1131,
MECH,,MECH,—,"PCB-DCDC 6L 440×500","—",module,1,1725,1500,1395,1305,1500,1305,
MECH,,MECH,—,"Liquid coldplates (2, sandwich outer faces, brazed channel — REVIEW at thermal RFQ)","—",module,1,5060,4400,4092,3828,4400,3828,
MECH,,MECH,—,"Coolant fittings: 2× quick-disconnect + internal manifold/hose set","—",module,1,437,380,353,331,380,331,
MECH,,MECH,—,"Gap pads + potting (choke stacks / transformers / EMI magnetics → plate webs)","—",module,1,483,420,391,365,420,365,
MECH,,MECH,—,"Magnetics two-face plate bond: gap pads on BOTH yoke faces of the two D3 cells and the D2 to the two coldplates, end turns potted to the plate (adds to the potting line above); VPI is in the part price — three parts","—",module,1,230,200,186,174,200,174,
MECH,,MECH,—,"Enclosure sheet metal + hardware (sealed, gasket set; NH00 fuse bases)","—",module,1,1438,1250,1163,1088,1250,1088,
MECH,,MECH,—,"Busbars/interconnect studs + harness (busbar-calc, 167 A output class)","—",module,1,977,850,791,740,850,740,
MECH,,MECH,—,"NTC sensor assemblies (insulated tip spec — plate-mounted)","—",module,4,21,18,17,16,72,63,
MECH,,MECH,—,"D1 choke mount kit: per stack — gap pad in the plate-web line above; GF-PPS insulating clamp cap + bore sleeve (basic insulation winding↔bolt), M6 A4 bolt + Belleville + nut, 2-point glass banding; the bonded end face is the D1 cooling path [est: pad ₹45, cap+sleeve ₹42, hardware+banding ₹18]","—",module,3,69,60,56,52,180,157,
MECH,,MECH,—,"D1 over-temperature cutout: NC snap-action thermostat 130 ±5 °C on each D1 clamp cap, basic-insulated to line potential, series-wired into the magnetics cutout loop — bond-loss cover in the sealed liquid module, which has no air path: a lost D1 pad has no fallback","—",module,3,55,48,45,42,144,125,
MECH,,MECH,—,"TIM/insulators/fasteners (clip mount: 0.635 mm Al2O3 insulator + spring clip + grease under each of 39 TO-247 dies, mount.mjs 0.8 / 0.65 K/W)","—",module,1,736,640,595,557,640,557,
MECH,,MECH,—,"Conformal coating (acrylic, both boards + card)","—",module,1,414,360,335,313,360,313,
MECH,,MECH,—,"Assembly + calibration + EOL test (incl. coolant-loop pressure/leak test)","—",module,1,2473,2150,2000,1871,2150,1871,
TOTAL_ELECTRONIC,,,,,,,,,,,,38645,30715,
TOTAL_MODULE,,,,,,,,,,,,52491,42761,
